2,3,4,6,7
0.3,0.3,0.4,0.5,0.5
0.2836301028728485,0.620118260383606,0.09625167399644852,0.15115319192409515,0.8488468527793884
0.2831733524799347,0.6322252750396729,0.08460137993097305,0.18060311675071716,0.8193968534469604
0.2833769619464874,0.6274600028991699,0.08916301280260086,0.20782579481601715,0.7921741604804993
0.27607810497283936,0.6191127300262451,0.10480911284685135,0.22491474449634552,0.7750852704048157
0.24802786111831665,0.6243700981140137,0.1276020109653473,0.22814804315567017,0.7718519568443298
0.2245033085346222,0.6112807393074036,0.1642160266637802,0.24487659335136414,0.755123496055603
0.2050143927335739,0.5896920561790466,0.20529358088970184,0.2600846290588379,0.7399153709411621
0.19430899620056152,0.5456494092941284,0.26004162430763245,0.2915898561477661,0.7084102034568787
0.18520969152450562,0.4824155271053314,0.3323747515678406,0.3375178575515747,0.6624820828437805
0.186263769865036,0.4248146414756775,0.3889215290546417,0.3632572889328003,0.6367427110671997
